Serial_No,car_name,car_price,car_driven,fuel_type,tranmiion,ownerhip,manufacture,engine,seat
3302,Mercede-Benz E-Cla Excluive E 220d,74.75,"13,000",Dieel,Automatic,1t Owner,2021,1956,5
3303,Maruti Ertiga ZXI Plu,9.46,"29,267",Petrol,Manual,1t Owner,2019,2179,5
3304,Maruti wift Dzire AMT VXI,7.16,"9,695",Petrol,Automatic,1t Owner,2019,1199,5
3305,Toyota Corolla Alti G MT,8.83,"49,470",Petrol,Manual,1t Owner,2016,1956,5
3306,Volkwagen Vento 1.2 TI Highline AT,7.31,"27,334",Petrol,Automatic,1t Owner,2016,1186,5
3307,Maruti Alto 800 LXI,2.68,"35,275",Petrol,Manual,1t Owner,2016,1497,5
3308,Jeep Compa 2.0 Limited Plu AT,22.13,"32,365",Dieel,Automatic,1t Owner,2020,1497,5
3309,Tata Hexa XT,10.21,"57,366",Dieel,Manual,1t Owner,2017,1199,5
3310,Tata Altroz XZ,7.3,"30,972",Petrol,Manual,1t Owner,2020,1956,7
3311,Jeep Compa 2.0 port,11.78,"63,641",Dieel,Manual,2nd Owner,2018,1248,7
3312,Hyundai Grand i10 1.2 CRDi portz,5.2,"36,171",Dieel,Manual,1t Owner,2018,2179,6
3313,Honda City i-VTEC CVT ZX,9.5,"33,851",Petrol,Automatic,1t Owner,2017,1373,5
3314,Honda City i VTEC V,6.08,"73,414",Petrol,Manual,1t Owner,2015,1198,5
3315,Tata Tiago 1.2 Revotron XZ,4.31,"65,938",Petrol,Manual,1t Owner,2017,796,5
3316,MG Hector harp Dieel MT,17.3,"27,122",Dieel,Manual,1t Owner,2020,1461,7
3317,Maruti Baleno 1.3 Zeta,5.55,"73,994",Dieel,Manual,2nd Owner,2017,1497,5
3318,Tata afari torme VX Varicor 400,7.69,"65,779",Dieel,Manual,1t Owner,2016,1493,5
3319,Maruti Ertiga BIV ZXI,7.86,"51,239",Petrol,Manual,1t Owner,2018,1396,5
3320,Mahindra KUV 100 mFALCON G80 K4,3.66,"70,222",Petrol,Manual,1t Owner,2017,1086,5
3321,Maruti Alto 800 VXI,4.12,"3,415",Petrol,Manual,1t Owner,2021,1086,7
3322,Nian Terrano XL Plu 85 P,4.2,"1,10,000 ",Dieel,Manual,1t Owner,2014,1199,5
3323,Honda City 1.5  AT,2,"80,000",Petrol,Automatic,3rd Owner,2008,2179,5
3324,Mahindra Bolero Power Plu ZLX,6,"1,50,000 ",Dieel,Manual,1t Owner,2017,1199,5
3325,Hyundai i20 Ata 1.4 CRDi,5.4,"97,000",Dieel,Manual,2nd Owner,2015,1248,5
3326,Hyundai i10 Era,2.25,"80,000",Petrol,Manual,3rd Owner,2009,2967,7
3327,Hyundai i10 Era,1.8,"25,000",Petrol,Manual,1t Owner,2011,1197,5
3328,Volkwagen Polo Dieel Highline 1.2L,2.7,"60,000",Dieel,Manual,2nd Owner,2012,2494,4
3329,Tata New afari Dicor EX 4X2 B IV,3.25,"80,000",Dieel,Manual,1t Owner,2013,1396,5
3330,Chevrolet Beat L,1.95,"1,00,000 ",Petrol,Manual,2nd Owner,2017,796,5
3331,Maruti wift Dzire VDI Optional,4.6,"30,000",Dieel,Manual,1t Owner,2015,2993,5
3332,Porche Cayenne Dieel,22,"1,20,000 ",Dieel,Automatic,2nd Owner,2011,1248,5
3333,Maruti wift VXI,2.1,"1,10,000 ",Petrol,Manual,4th Owner,2011,1197,5
3334,Toyota Innova 2.5 VX (Dieel) 7 eater,5.5,"1,20,000 ",Dieel,Manual,3rd Owner,2013,1461,5
3335,Tata Indica eV2 L,1.13,"1,10,000 ",Dieel,Manual,1t Owner,2016,998,4
3336,Maruti 800 td,"35,000","80,000",Petrol,Manual,2nd Owner,1999,1997,5
3337,BMW X5 xDrive 30d Deign Pure Experience 5 eater,20,"1,50,000 ",Dieel,Automatic,1t Owner,2014,1997,5
3338,Maruti wift Dzire VDI,5.6,"80,000",Dieel,Manual,3rd Owner,2016,1248,5
3339,Hyundai Xcent 1.2 VTVT E,3.94,"10,000",Petrol,Manual,1t Owner,2019,1582,5
3340,Renault Duter 110P Dieel RxL,4,"1,20,000 ",Dieel,Manual,1t Owner,2015,1197,5
3341,Maruti Wagon R VXI,5.6,"5,000",Petrol,Manual,1t Owner,2022,1248,5
3342,BMW 5 erie 520i,9,"90,000",Petrol,Automatic,2nd Owner,2012,1086,5
3343,Mahindra Thar LX 4-tr Hard Top AT,13.75,"20,000",Petrol,Automatic,1t Owner,2020,1462,5
3344,Maruti wift VDI BIV W AB,2.35,"1,00,000 ",Dieel,Manual,3rd Owner,2010,1086,7
3345,Hyundai Verna 1.6 X,3.65,"1,20,000 ",Dieel,Manual,1t Owner,2013,2179,5
3346,Honda City 1.5 GXI,1.3,"90,000",Petrol,Manual,4th Owner,2005,1193,5
3347,Maruti wift VXI,5.5,"50,000",Petrol,Manual,1t Owner,2017,1497,5
3348,Maruti Ritz VDi,3,"90,000",Dieel,Manual,2nd Owner,2014,1998,5
3349,Hyundai antro Magna,4,"3,700",Petrol,Manual,1t Owner,2021,1582,5
3350,Maruti Ciaz Zeta,9,"15,000",Petrol,Manual,1t Owner,2020,1197,5
3351,Hyundai antro Era,4.25,"20,000",Petrol,Manual,1t Owner,2019,1798,5
3352,Mahindra XUV500 W8 FWD,6.3,"1,20,000 ",Dieel,Manual,1t Owner,2013,1248,5
3353,Tata Zet Revotron 1.2T XM,3.4,"60,000",Petrol,Manual,1t Owner,2016,1399,7
3354,Honda City 1.5  MT,2.55,"60,000",Petrol,Manual,3rd Owner,2011,2982,7
3355,Chevrolet Cruze LTZ,4.8,"40,000",Dieel,Manual,2nd Owner,2016,2179,5
3356,Hyundai Verna 1.6 CRDI,2.9,"1,10,000 ",Dieel,Manual,3rd Owner,2011,998,5
3357,Hyundai i10 portz,2.1,"70,000",Petrol,Manual,4th Owner,2011,1298,5
3358,koda uperb 1.8 TI MT,3,"1,10,000 ",Petrol,Manual,1t Owner,2011,796,5
3359,Maruti wift VDI BIV,1.9,"70,000",Dieel,Manual,2nd Owner,2010,1497,5
3360,Ford Figo Dieel EXI,1,"80,000",Dieel,Manual,2nd Owner,2011,1896,7
3361,Toyota Fortuner 4x2 Manual,12.7,"1,10,000 ",Dieel,Manual,3rd Owner,2015,2179,5
3362,Mahindra XUV500 W8 AWD,7,"60,000",Dieel,Manual,1t Owner,2013,1498,7
3363,Maruti Alto K10 VXI,2.85,"70,000",Petrol,Manual,1t Owner,2016,1956,5
3364,Maruti Eteem Vxi,"80,000","1,20,000 ",Petrol,Manual,2nd Owner,2007,1591,5
3365,Maruti Alto LX,"98,900","15,000",Petrol,Manual,1t Owner,2005,1461,5
3366,Honda City 1.5  Inpire,2.13,"1,10,000 ",Petrol,Manual,2nd Owner,2009,796,7
3367,koda New Laura Ambiente 1.9 PD,1.5,"1,20,000 ",Dieel,Manual,2nd Owner,2007,2179,5
3368,Tata Hexa XTA,10.8,"80,000",Dieel,Automatic,2nd Owner,2018,1198,5
3369,Volkwagen Ameo 1.5 TDI Highline Plu 16,5.35,"50,000",Dieel,Manual,2nd Owner,2018,1498,2
3370,Tata New afari XZ Plu,20.65,"35,000",Dieel,Manual,1t Owner,2021,2523,5
3371,Hyundai Verna VTVT 1.6 X Option,8.75,"60,000",Petrol,Manual,1t Owner,2019,796,5
3372,Nian Micra Dieel XV,2.66,"1,10,000 ",Dieel,Manual,2nd Owner,2013,2499,5
3373,Maruti Alto LX,1.25,"1,35,000 ",Petrol,Manual,4th Owner,2009,1248,7
3374,Mahindra XUV500 W8 FWD,5.25,"90,000",Dieel,Manual,2nd Owner,2013,2523,5
3375,Honda Brio  MT,2.7,"67,000",Petrol,Manual,2nd Owner,2013,1298,5
3376,Honda Amaze EX i-Dtech,2.5,"90,000",Dieel,Manual,3rd Owner,2014,1396,5
3377,Mahindra Bolero Pik Up Extra Long CBC 1.7T,6.9,"3,00,000 ",Dieel,Manual,1t Owner,2019,1197,5
3378,Maruti Alto LXi BIII,1.35,"50,000",Petrol,Manual,2nd Owner,2008,1995,5
3379,Iuzu D-Max  CAB,7.76,"5,000",Dieel,Manual,1t Owner,2022,1461,5
3380,Maruti wift Dzire VDI,4.25,"1,00,000 ",Dieel,Manual,2nd Owner,2014,1198,5
3381,Mahindra Bolero LE,3,"1,10,000 ",Dieel,Manual,3rd Owner,2011,998,5
3382,Maruti wift Dzire VXi,1.6,"80,000",Petrol,Manual,2nd Owner,2009,1498,5
3383,Hyundai Creta 1.4 CRDi Bae,8,"78,000",Dieel,Manual,1t Owner,2017,1396,5
3384,Maruti wift VXi BIV,1.2,"90,000",Petrol,Manual,3rd Owner,2008,1586,5
3385,BMW 3 erie 320d,3.75,"1,00,000 ",Dieel,Automatic,3rd Owner,2007,998,5
3386,Mahindra Verito Vibe 1.5 dCi D6,2,"1,36,000 ",Dieel,Manual,2nd Owner,2013,1968,5
3387,Honda CR-V MT With un Roof,6.5,"1,36,000 ",Petrol,Manual,3rd Owner,2012,999,5
3388,Maruti Alto K10 VXI,3.25,"40,000",Petrol,Manual,1t Owner,2018,1493,5
3389,Volkwagen Polo 1.5 TDI Highline,3.65,"1,10,000 ",Dieel,Manual,1t Owner,2015,1197,5
3390,Hyundai i20 portz 1.4 CRDi,3.1,"70,000",Dieel,Manual,3rd Owner,2014,999,5
3391,Maruti X4 Zxi with Leather BIII,1.2,"90,000",Petrol,Manual,2nd Owner,2007,1061,5
3392,Maruti Celerio VXI,3.35,"60,000",Petrol,Manual,1t Owner,2016,1995,5
3393,Audi Q3 35 TDI Quattro Premium Plu,12.5,"40,000",Dieel,Automatic,4th Owner,2014,998,5
3394,Hyundai antro GL I - Euro II,"65,000","1,47,000 ",Petrol,Manual,1t Owner,2000,1248,5
3395,Hyundai Creta X Opt Knight Dieel AT DT,20,"20,000",Dieel,Automatic,1t Owner,2021,999,5
3396,Maruti Baleno Zeta,7.1,"20,000",Petrol,Manual,1t Owner,2021,1197,5
3397,Renault KWID 1.0 RXT,2.7,"35,000",Petrol,Manual,1t Owner,2017,1956,5
3398,Maruti Wagon R LXI BIII,"95,000","60,000",Petrol,Manual,1t Owner,2005,1197,5
3399,BMW X1 Drive 18i,8,"1,00,000 ",Petrol,Automatic,2nd Owner,2011,1197,5
3400,Maruti Alto K10 VXI AMT,3.5,"25,000",Petrol,Automatic,2nd Owner,2017,1248,5
3401,Maruti wift VDI BIV,2.4,"60,000",Dieel,Manual,1t Owner,2015,1968,5
3402,Renault KWID 1.0 RXT Optional AT 2016-2019,3.09,"45,095",Petrol,Automatic,1t Owner,2017,1248,5
3403,Toyota Etio Liva G,2.04,"30,056",Petrol,Manual,2nd Owner,2011,814,7
3404,Tata Harrier XT,15.42,"32,638",Dieel,Manual,1t Owner,2021,2967,5
3405,Maruti Igni igma,4.89,"21,513",Petrol,Manual,1t Owner,2020,1798,7
3406,Maruti wift Dzire VXI,3.87,"55,325",Petrol,Manual,1t Owner,2015,2179,5
3407,Maruti wift Dzire LDi,1.48,"1,63,043 ",Dieel,Manual,3rd Owner,2009,1248,5
3408,Audi A4 2.0 TDI,7.6,"1,17,180 ",Dieel,Automatic,3rd Owner,2011,1956,7
3409,Maruti wift VDI BIV,3.01,"1,56,932 ",Dieel,Manual,3rd Owner,2014,2494,5
3410,Hyundai EON Magna Plu,1.84,"28,508",Petrol,Manual,1t Owner,2013,1373,5
3411,Audi Q7 3.0 TDI Quattro Premium Plu,11.02,"86,594",Dieel,Automatic,3rd Owner,2009,1197,5
3412,koda uperb Elegance 1.8 TI,5.11,"61,090",Petrol,Manual,2nd Owner,2011,1497,5
3413,Mahindra corpio LE 7 BIII,3.7,"2,95,392 ",Dieel,Manual,1t Owner,2011,1197,5
3414,Maruti wift LDI,2.5,"84,132",Dieel,Manual,1t Owner,2012,1582,7
3415,Jeep Compa 2.0 Limited Option 4X4,11.25,"99,695",Dieel,Manual,1t Owner,2017,2393,5
3416,Toyota Innova 2.5 ZX Dieel 7 eater,7.51,"98,234",Dieel,Manual,1t Owner,2014,1461,7
3417,Maruti Ciaz VXi Plu,5.24,"86,523",Petrol,Manual,1t Owner,2016,1462,5
3418,Hyundai i10 portz,2.27,"76,974",Petrol,Manual,2nd Owner,2012,1498,7
3419,Honda City 1.5  MT,2.13,"1,12,308 ",Petrol,Manual,3rd Owner,2008,2199,5
3420,Maruti wift Dzire VXI,2.92,"42,278",Petrol,Manual,1t Owner,2012,1451,5
3421,Hyundai Creta 1.6 CRDi X,8.29,"65,308",Dieel,Manual,1t Owner,2016,1248,7
3422,Toyota Innova Cryta 2.4 ZX MT BIV,14.99,"83,519",Dieel,Manual,1t Owner,2016,2499,7
3423,Renault Duter 110P Dieel RxZ,3.52,"1,33,159 ",Dieel,Manual,1t Owner,2013,1997,5
3424,Maruti Ertiga CNG VXI,9.06,"55,481",Cng,Manual,1t Owner,2020,998,7
3425,MG Ator uper CVT,12.27,"7,046",Petrol,Automatic,1t Owner,2021,1493,5
3426,Kia Carnival Pretige,28.21,"9,762",Dieel,Automatic,1t Owner,2021,1248,5
3427,MG Hector harp DCT,18.35,"12,144",Petrol,Automatic,1t Owner,2021,1248,5
3428,Maruti X4  Cro Zeta DDi 200 H,6.86,"1,17,585 ",Dieel,Manual,1t Owner,2017,1120,5
3429,Ford Endeavour 2.5L 4X2 MT,6.46,"2,05,129 ",Dieel,Manual,1t Owner,2014,1193,5
3430,Mahindra corpio 1.99 10,8.47,"53,076",Dieel,Manual,2nd Owner,2016,1498,5
3431,Maruti Celerio VXI CNG BIV,4.28,"84,346",Cng,Manual,1t Owner,2018,1968,5
3432,Mahindra TUV 300 T8,5.01,"97,865",Dieel,Manual,1t Owner,2015,814,5
3433,Maruti wift VDI BIV,2.07,"89,807",Dieel,Manual,1t Owner,2010,1396,7
3434,Maruti wift Dzire VDI,3.27,"99,121",Dieel,Manual,3rd Owner,2014,2199,5
3435,Hyundai Grand i10 CRDi Magna,3.6,"97,497",Dieel,Manual,1t Owner,2016,1498,5
3436,Tata Indigo GLX B III,"90,316","48,863",Petrol,Manual,1t Owner,2010,1364,5
3437,Honda City i DTEC E,4.28,"1,33,384 ",Dieel,Manual,1t Owner,2014,1582,5
3438,Audi A6 35 TDI Technology,10.59,"94,235",Dieel,Automatic,3rd Owner,2012,1248,5
3439,Hyundai EON Magna Plu,2.46,"26,995",Petrol,Manual,1t Owner,2015,1461,5
3440,Hyundai i20 Ata 1.4 CRDi,4.93,"93,763",Dieel,Manual,1t Owner,2015,998,5
3441,Hyundai anta Fe 4WD AT,9.38,"1,33,491 ",Dieel,Automatic,3rd Owner,2015,1197,5
3442,Volkwagen Polo 1.5 TDI Highline,3.74,"73,323",Dieel,Manual,3rd Owner,2015,799,5
3443,Toyota Etio Liva GD,3.87,"1,41,059 ",Dieel,Manual,2nd Owner,2015,1498,5
3444,Hyundai Verna 1.6 CRDi EX MT,2.89,"1,78,989 ",Dieel,Manual,1t Owner,2011,1998,5
3445,Maruti wift Dzire VDI,3.68,"1,29,195 ",Dieel,Manual,1t Owner,2013,1968,5
3446,Renault Duter 85P Dieel RxL,3.16,"73,331",Dieel,Manual,2nd Owner,2013,1248,5
3447,Maruti Celerio VXI,2.49,"75,088",Petrol,Manual,1t Owner,2014,998,5
3448,Hyundai Grand i10 Magna,3.23,"60,609",Petrol,Manual,1t Owner,2015,1995,5
3449,Renault KWID RXE,2.19,"48,448",Petrol,Manual,1t Owner,2015,998,5
3450,Ford Ecoport 1.5 DV5 MT Titanium Optional,5.33,"1,12,525 ",Dieel,Manual,1t Owner,2015,1956,7
3451,Chevrolet Cruze LT,2.66,"97,095",Dieel,Manual,3rd Owner,2012,2179,5
3452,Audi A4 2.0 TDI,8.03,"1,14,450 ",Dieel,Automatic,3rd Owner,2013,998,5
3453,Maruti wift VDI BIV,1.62,"1,77,180 ",Dieel,Manual,3rd Owner,2010,1497,5
3454,Maruti Wagon R LXI CNG,2.59,"1,22,702 ",Cng,Manual,1t Owner,2016,1248,5
3455,BMW 3 erie 320d,5.19,"1,45,228 ",Dieel,Automatic,1t Owner,2010,2993,5
3456,Maruti Alto K10 2010-2014 VXI,1.44,"11,026",Petrol,Manual,1t Owner,2011,796,5
3457,MG Hector harp Dieel MT,18.89,"5,216",Dieel,Manual,1t Owner,2022,1586,5
3458,Tata umo MKII GX B IV,2.78,"39,732",Dieel,Manual,1t Owner,2011,1248,5
3459,Maruti Alto K10 VXI,3.61,"26,360",Petrol,Manual,1t Owner,2019,1462,7
3460,Honda City V MT AVN,7.25,"55,360",Petrol,Manual,1t Owner,2017,2179,5
3461,Maruti wift Dzire LDI,2.97,"1,01,417 ",Dieel,Manual,2nd Owner,2015,1968,5
3462,BMW 7 erie 730Ld,12.97,"1,04,033 ",Dieel,Automatic,3rd Owner,2010,1498,5
3463,Maruti Alto LX,1.11,"73,411",Petrol,Manual,3rd Owner,2011,1199,5
3464,Maruti X4 Zxi BIII,2.1,"19,844",Petrol,Manual,1t Owner,2008,1498,5
3465,Maruti wift VDI,3.3,"1,07,497 ",Dieel,Manual,1t Owner,2012,1995,5
3466,Maruti Ciaz Delta BIV,6.26,"86,272",Petrol,Manual,1t Owner,2018,1582,5
3467,Tata Hexa XT,8.86,"82,455",Dieel,Manual,2nd Owner,2017,2143,5
3468,Audi Q3 35 TDI Quattro Premium Plu,25.48,"40,996",Dieel,Automatic,1t Owner,2019,1462,5
3469,Honda Amaze X i-DTEC,3.56,"1,82,628 ",Dieel,Manual,1t Owner,2016,1197,5
3470,Volkwagen Polo Dieel Comfortline 1.2L,1.92,"80,615",Dieel,Manual,4th Owner,2011,1197,5
3471,Honda City i DTEC VX,5.29,"1,19,391 ",Dieel,Manual,1t Owner,2015,1497,7
3472,BMW 3 erie 320d port Line,9.93,"1,69,917 ",Dieel,Automatic,3rd Owner,2012,2494,5
3473,Hyundai Verna CRDi 1.6 AT X Option,11.95,"28,235",Dieel,Automatic,2nd Owner,2020,796,5
3474,Mercede-Benz C-Cla 220 CDI AT,11.36,"86,063",Dieel,Automatic,1t Owner,2014,1498,7
3475,Toyota Urban cruier Premium AT,10.72,"9,711",Petrol,Automatic,1t Owner,2021,2393,5
3476,Maruti wift VXI,3.62,"1,08,590 ",Petrol,Manual,1t Owner,2015,1197,5
3477,Hyundai Grand i10 1.2 Kappa portz BIV,4.66,"51,777",Petrol,Manual,1t Owner,2018,1197,5
3478,Tata Nexon XM Dieel ,9.81,"19,909",Dieel,Manual,1t Owner,2021,1198,5
3479,Toyota Innova 2.5 GX (Dieel) 7 eater B IV,6.31,"1,19,363 ",Dieel,Manual,2nd Owner,2014,1197,5
3480,Maruti Alto 800 LXI CNG,2.55,"46,001",Cng,Manual,1t Owner,2020,999,5
3481,Honda City ZX CVT,14.43,"2,710",Petrol,Automatic,1t Owner,2022,1461,5
3482,Toyota Innova Cryta 2.4 VX MT BIV,19.13,"46,471",Dieel,Manual,2nd Owner,2020,1086,5
3483,Maruti wift Dzire AMT ZXI Plu,6.41,"45,893",Petrol,Automatic,1t Owner,2020,1399,5
3484,Maruti Baleno 1.2 Delta,4.76,"78,178",Petrol,Manual,1t Owner,2017,814,7
3485,Honda Amaze E i-Vtech,3.45,"89,419",Petrol,Manual,2nd Owner,2015,2179,7
3486,Hyundai Grand i10 portz,3.93,"31,750",Petrol,Manual,1t Owner,2016,2179,5
3487,Volkwagen Taigun 1.0 TI Highline AT,13.51,"5,527",Petrol,Automatic,1t Owner,2021,1197,5
3488,Renault Duter 85P Dieel RxL,5.1,"1,01,376 ",Dieel,Manual,1t Owner,2016,1248,5
3489,Hyundai i10 Era 1.1,1.03,"1,02,437 ",Petrol,Manual,2nd Owner,2008,1199,5
3490,Ford Fieta 1.4 Xi TDCi,1.41,"1,53,367 ",Dieel,Manual,2nd Owner,2008,1498,5
3491,Hyundai EON Magna Plu,2.2,"92,419",Petrol,Manual,2nd Owner,2015,998,5
3492,Mahindra XUV500 W6 2WD,4.63,"93,764",Dieel,Manual,2nd Owner,2013,1498,5
3493,Mahindra XUV500 W10 AWD,8.08,"61,137",Dieel,Manual,2nd Owner,2015,1396,5
3494,Maruti Baleno 1.2 Delta,4.82,"21,109",Petrol,Manual,1t Owner,2017,1498,5
3495,Maruti wift Dzire VDI,3.14,"1,94,803 ",Dieel,Manual,1t Owner,2012,1497,4
3496,Tata Tiago 1.2 Revotron XM,3.34,"28,392",Petrol,Manual,1t Owner,2016,2184,5
3497,Ford Figo 1.5D Trend MT,4.36,"65,892",Dieel,Manual,1t Owner,2018,998,5
3498,Maruti Alto K10 VXI,3.54,"13,365",Petrol,Manual,1t Owner,2019,1396,5
3499,Honda City i-DTEC VX,7.6,"2,10,870 ",Dieel,Manual,1t Owner,2017,1193,5
3500,Hyundai i20 1.4 portz,6.11,"80,294",Dieel,Manual,1t Owner,2018,1497,5
3501,Ford Ecoport 1.5 TDCi Titanium Plu BIV,4.76,"1,82,108 ",Dieel,Manual,1t Owner,2015,1451,5
3502,Kia elto HTK G,11.04,"12,721",Petrol,Manual,1t Owner,2020,1396,5
3503,Mahindra Thar LX 4-tr Hard Top Dieel,14.13,"4,486",Dieel,Manual,1t Owner,2022,1498,5
3504,Hyundai Venue X Plu Turbo DCT BIV,10.73,"29,707",Petrol,Automatic,1t Owner,2020,1197,5
3505,Hyundai i20 Active 1.4 ,5.27,"47,387",Dieel,Manual,3rd Owner,2016,1197,8
3506,Tata Zet Revotron 1.2 XT,2.36,"1,12,613 ",Petrol,Manual,1t Owner,2014,2393,6
3507,Honda City i VTEC V,6.44,"55,802",Petrol,Manual,1t Owner,2017,1956,5
3508,MG Hector harp CVT,17.77,"11,081",Petrol,Automatic,1t Owner,2021,1995,5
3509,Hyundai i20 1.4 portz,5.87,"82,177",Dieel,Manual,1t Owner,2018,1461,5
3510,Honda City i DTEC V,4.23,"66,357",Dieel,Manual,3rd Owner,2014,1461,5
3511,Hyundai i20 Magna,1.86,"60,228",Petrol,Manual,1t Owner,2010,998,5
3512,Hyundai Xcent 1.2 Kappa AT X Option,3.58,"89,337",Petrol,Automatic,1t Owner,2015,1495,6
3513,Toyota Innova Cryta 2.4 GX 8 TR,19.3,"20,713",Dieel,Manual,1t Owner,2021,1198,7
3514,MG Hector Plu harp Dieel MT,12.27,"49,268",Dieel,Manual,1t Owner,2020,2982,7
3515,BMW X1 Drive20d,8.83,"1,28,428 ",Dieel,Automatic,2nd Owner,2013,2982,5
3516,Nian Terrano XV 110 P,4.41,"1,33,451 ",Dieel,Manual,1t Owner,2015,1197,5
3517,Renault Pule RxL,1.65,"1,04,419 ",Dieel,Manual,2nd Owner,2012,2198,5
3518,Maruti Zen Etilo VXI BIV,1.67,"67,301",Petrol,Manual,1t Owner,2011,796,5
3519,Hyundai Aent GLE,1.15,"1,00,636 ",Petrol,Manual,2nd Owner,2008,998,7
3520,Mahindra KUV 100 mFALCON G80 K6 Plu,3.38,"38,934",Petrol,Manual,1t Owner,2016,1462,5
3521,Toyota Fortuner 4x2 4 peed AT,11.57,"91,653",Dieel,Automatic,2nd Owner,2013,1497,5
3522,Toyota Fortuner 4x4 MT,10.39,"1,51,441 ",Dieel,Manual,3rd Owner,2013,1197,5
3523,Maruti Baleno 1.2 Zeta,5.99,"52,045",Petrol,Manual,1t Owner,2019,1364,5
3524,Mahindra XUV700 MX Dieel,12.46,"4,248",Dieel,Manual,1t Owner,2022,1498,5
3525,Maruti Alto LXi,1.06,"1,47,432 ",Petrol,Manual,2nd Owner,2010,1498,5
3526,Maruti Alto K10 VXI AG Optional,3.12,"28,244",Petrol,Automatic,2nd Owner,2017,1497,5
3527,Maruti Ertiga VXI,7.86,"44,458",Petrol,Manual,1t Owner,2019,1197,5
3528,Honda City 1.5  MT,2.52,"71,456",Petrol,Manual,1t Owner,2009,1120,5
3529,Hyundai Grand i10 portz,3.24,"38,765",Petrol,Manual,1t Owner,2015,1199,5
3530,Toyota Etio GD,2.86,"1,35,571 ",Dieel,Manual,2nd Owner,2012,1493,5
3531,Honda Amaze E i-Dtech,3.69,"1,13,005 ",Dieel,Manual,2nd Owner,2015,1199,5
3532,Honda City i DTEC VX,5,"1,55,769 ",Dieel,Manual,1t Owner,2014,999,5
3533,Kia elto HTX G,12.95,"8,062",Petrol,Manual,1t Owner,2020,1956,7
3534,Hyundai Aura X,6.77,"6,071",Petrol,Manual,1t Owner,2022,2755,5
3535,Hyundai Grand i10 CRDi Ata,3.89,"65,072",Dieel,Manual,1t Owner,2014,1461,5
3536,Tata Altroz XT,6.96,"29,507",Petrol,Manual,1t Owner,2020,999,5
3537,Hyundai Verna CRDi X,2.57,"3,72,588 ",Dieel,Manual,2nd Owner,2010,1451,5
3538,Honda Jazz 1.2 VX i VTEC,4.95,"24,959",Petrol,Manual,1t Owner,2016,1591,6
3539,Renault KWID 1.0 RXT Optional,3.24,"39,265",Petrol,Manual,1t Owner,2018,1451,7
3540,Tata Harrier XT plu 2020-2022,16.7,"21,699",Dieel,Manual,1t Owner,2021,2494,5
3541,Toyota Innova Cryta 2.8 GX AT BIV,14.82,"85,911",Dieel,Automatic,1t Owner,2018,2993,5
3542,Mahindra Verito 1.5 D4 BIII,2.27,"1,17,132 ",Dieel,Manual,1t Owner,2012,1248,5
3543,Renault KWID 1.0 RXT,2.56,"50,455",Petrol,Manual,1t Owner,2017,1061,5
3544,MG Hector harp AT BIV,15.99,"13,471",Petrol,Automatic,1t Owner,2021,1396,5
3545,Hyundai Creta 1.6 X,9.48,"36,104",Petrol,Manual,1t Owner,2018,998,5
3546,MG Hector Plu harp Hybrid MT,17.3,"7,943",Petrol,Manual,1t Owner,2021,1248,5
3547,Toyota Innova 2.5 GX (Dieel) 7 eater,7.57,"83,474",Dieel,Manual,2nd Owner,2014,1198,8
3548,BMW 5 erie 525d edan,8.93,"84,218",Dieel,Automatic,2nd Owner,2010,2498,7
3549,Maruti wift Dzire LDI,3.41,"91,065",Dieel,Manual,2nd Owner,2015,1248,7
3550,Maruti Wagon R LXI Minor,"94,726","1,05,323 ",Petrol,Manual,2nd Owner,2008,2179,5
3551,Hyundai Creta 1.4 CRDi ,7.65,"1,64,798 ",Dieel,Manual,1t Owner,2016,936,5
3552,Maruti Celerio VXI CNG,4.29,"48,660",Cng,Manual,1t Owner,2020,1896,5
3553,Maruti Ritz VDi,2.35,"1,54,958 ",Dieel,Manual,1t Owner,2012,1396,5
3554,Honda Amaze E i-VTEC,2.75,"95,989",Petrol,Manual,3rd Owner,2016,2400,5
3555,Mahindra Xylo E8,2.04,"1,52,308 ",Dieel,Manual,1t Owner,2009,1086,5
3556,Maruti Ertiga VDI,4.14,"1,27,831 ",Dieel,Manual,1t Owner,2012,1956,5
3557,Mahindra XUV500 W8 FWD,5.25,"1,64,428 ",Dieel,Manual,1t Owner,2013,796,7
3558,Chevrolet Beat Dieel P,2.79,"60,205",Dieel,Manual,1t Owner,2016,2982,5
3559,koda New Laura L and K AT,2.45,"2,34,805 ",Dieel,Automatic,1t Owner,2008,1950,5
3560,Tata Indigo LX TDI BIII,2.04,"2,23,926 ",Dieel,Manual,2nd Owner,2015,4367,7
3561,Volvo  80 D5,8.2,"83,694",Dieel,Automatic,3rd Owner,2012,2998,5
3562,Hyundai antro Xing XP,"68,373","1,02,825 ",Petrol,Manual,1t Owner,2003,1997,5
3563,Jeep Compa 2.0 port,13.9,"42,035",Dieel,Manual,1t Owner,2019,1248,5
3564,Maruti Alto 800 LXI CNG,3.83,"28,350",Cng,Manual,1t Owner,2020,1197,5
3565,Toyota Fortuner 4x2 AT,13.28,"1,05,427 ",Dieel,Automatic,3rd Owner,2014,796,5
3566,Mercede-Benz GLE 300d,89,"13,000",Dieel,Automatic,1t Owner,2021,1968,5
